Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NC,2015,"12        ",Male,16,Right-Handed,,,,1,Car,8,.266,29,"Football (American)",500,500,500,500,900,900,,"Same length",,,"Ring finger",April,Summer,No,No,Meat,Water,Science,6,10,3,"Yes - broadband connection","In person",100,100,5,1,15,5,1,40,5,20,40,20,0,3,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,WI,2016,"7         ",Male,12,Right-Handed,150,24,125,1,Car,10,369,50,Swimming,50,500,1000,1000,500,500,24,"Same length",,,"Ring finger",March,Winter,Yes,No,"No favorite",Milk,Science,7,5,5,"Yes - other","Cell phone",0,0,5,7,5,15,17,17,0,5,10,7,4,18,"A lot","Graduate degree",Classical,Invisibility,Healthy,Friend,"Wildlife, animals"
USA,NC,2016,"12        ",Female,69,Ambidextrous,69,69,69,69,"Rail (Train/Tram/Subway)",69,69,69,None,0,0,0,0,0,0,69,"Same length",69,69,"Same length",November,Summer,Yes,Yes,Soups,"Powdered drink",Other,69,69,69,"No internet connection","Myspace, Facebook, other social networking sites, or blog",69,69,69,69,69,69,69,69,69,69,69,69,69,69,None,"Less than high school",Gospel,Fly,Famous,"Religious figure",Other
USA,NC,2018,"12        ",Female,17,Right-Handed,160.2,24,,1,Car,13,.426,39,Athletics,775,727,519,770,947,749,23,"Right foot",100,60,"Index finger",February,Fall,Yes,No,Pizza/Pasta,Water,History,8,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",80,95,6,0,4,6,0,0,9,3,8,1,8,2,"A lot","Graduate degree",Other,Invisibility,Happy,Relative,Health
USA,UT,2015,"12        ",Female,16,Right-Handed,159,22,60,2,Bicycle,5,.689,50,Other,102,888,455,567,678,777,22,"Same length",3.6,"2 ","Index finger",August,Fall,Yes,No,Seafood,Water,Music,8,10,5,"Yes - broadband connection","Text messaging",6,5,4,2,13,11,11,13,2,2,10,8,0,14,"A lot","High school","Rap/Hip hop",Invisibility,Rich,Other,Environment
USA,NC,2017,"12        ",Female,17,Right-Handed,157,21,154,1,Car,90,0.501,31,Tennis,1000,1000,900,900,900,900,21,"Same length",75,65,"Index finger",October,Fall,No,No,Fruit,Water,"Social studies",5,7,3,"Yes - broadband connection","In person",20,25,10,1,35,0,0,0,10,5,30,3,0,1,"A lot","Undergraduate degree",Pop,Telepathy,Happy,Politician,"International aid"
USA,AZ,2018,"12        ",Female,33,Right-Handed,158.4,24,158,3,Bus,15,1.013,89,"Martial Arts",1000,872,920,947,882,898,25,"Left foot",7.5,7,"Ring finger",May,Spring,No,No,"Rice/Noodle dishes",Water,"Physical education",8,9,3,"Yes - broadband connection","Cell phone",5,20,4,10,35,10,3,0,2,2,40,3,0,30,Some,Other,Classical,Telepathy,Healthy,Other,"Education/Youth development"
USA,MA,2016,"5         ",Female,11,Right-Handed,145,23,139,1,Bus,35,0.486,48,Swimming,1000,1000,1000,800,100,100,24,"Same length",65,68,"Ring finger",March,Summer,Yes,Yes,"No favorite",Water,English,10,9,5,"Yes - broadband connection","Text messaging",25,30,150,1,3,215,50,2,3,12,20,6,27,2,Some,"Undergraduate degree",Pop,Telepathy,Healthy,Relative,Health
USA,NE,2012,"11        ",Female,16,Right-Handed,173.5,24,174,2,Car,15,.437,36,Running/Jogging,0,0,0,0,1000,1000,24,"Same length",56,54,"Index finger",January,Fall,No,No,Pizza/Pasta,Water,History,7,5,4,"Yes - broadband connection","Text messaging",70,67,15,1,7,2,10,0,15,7,14,5,0,1,"Very little","Graduate degree",Country,Fly,Happy,Friend,Health
USA,OH,2015,"7         ",Female,12,Right-Handed,160,23,160,1,Car,20,.5,44,Dancing,786,535,663,497,781,997,23,"Same length",65,70,"Ring finger",June,Summer,Yes,No,Pizza/Pasta,"Soft drink (non-caffeinated)",Music,8.30,10,6,"Yes - broadband connection","Text messaging",15,35,56,1,13,50,17.5,2.1,1.05,3.15,3.15,7,.15,.30,"A lot","Graduate degree",Pop,Fly,Famous,"Musician or singer",Health
USA,CA,2018,"12        ",Female,16,Right-Handed,163,22,160,2,Car,15,.407,46,Athletics,1000,1000,1000,900,50,75,22,"Same length",76,63,"Same length",July,Winter,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6.5,7.5,4,"Yes - broadband connection","Cell phone",35,45,40,15,20,30,20,0,10,5,20,10,0,5,Some,"Undergraduate degree","Rap/Hip hop",Invisibility,Happy,Friend,"Education/Youth development"
USA,TN,2017,"12        ",Female,17,Right-Handed,158,23,166,1,Car,7,0.633,49,Other,866,802,1000,888,32,321,24,"Left foot",755,71,"Index finger",November,Spring,Yes,No,Seafood,Tea,Science,5,9,2,"Yes - broadband connection","Text messaging",50,50,2,2,5,3,0,0,5,5,0,0,0,3,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Healthy,"Coach or club leader","Education/Youth development"
USA,NY,2017,"7         ",Male,12,Right-Handed,150,13,148.5,1,Bus,20,.424,59,Swimming,500,500,100,100,100,74,13,,,,"Same length",September,Summer,No,No,Seafood,"Soft drink (caffeinated)","Social studies",9,9,5,"Yes - other",E-mail,0,0,0,0,30,120,450,130,10,0,120,60,0,30,None,"Undergraduate degree",Other,"Freeze time",Happy,Other,Health
USA,CA,2015,"6         ",Female,11,Right-Handed,149,21,131,1,Car,2,,,Skateboarding/Rollerblading,,,,,,,21,"Same length",59,54,"Index finger",February,Winter,Yes,No,Seafood,Juice,History,8,9,9,"Yes - other","In person",0,0,1,0,15,2,30,1,10,0,0,1,0,"0 ",None,"High school",Classical,"Freeze time",Healthy,Teacher,Health
USA,TN,2019,"11        ",Female,17,Right-Handed,165,21.59,165,2,Bus,28,.752,51,Other,400,600,600,400,400,900,21.59,"Same length",7.62,6.62,"Index finger",February,Fall,No,No,Soups,Water,Other,8,10,5,"Yes - broadband connection","In person",34,52,40,168,4,10,1,3,168,147,168,28,0,0,"A lot",Other,Other,Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,GA,2016,"11        ",Male,16,Ambidextrous,28,26,179,2,Car,15,.275,240,Basketball,1000,1000,1000,1000,0,99,26,"Right foot",70,75,"Ring finger",February,Winter,Yes,Yes,Seafood,Water,"Mathematics and statistics",6,6,4,"Yes - broadband connection","In person",100,100,8,0,6,9,9,5,4,4,6,8,0,0,"Very little","Graduate degree","Rap/Hip hop",Fly,Healthy,"Business person","Education/Youth development"
USA,AR,2016,"7         ",Female,13,Right-Handed,155,22,162,2,Bus,30,0.6,39,Dancing,524,513,1000,594,1000,1000,22,"Same length",80,60,"Index finger",November,Winter,Yes,No,Meat,Water,Music,6,6,7,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",8,3,2,0,1,2,1,5,3,8,3,0,3,3,"A lot","Some college","Punk rock",Telepathy,Famous,Friend,"Wildlife, animals"
USA,GU,2014,"8         ",Male,13,Right-Handed,158,26.5,165,2,Bus,"10 ",0.356,,"Football (American)",700,800,1000,200,1000,1000,25.5,"Right foot",70,70.5,"Ring finger",June,Summer,No,No,Pizza/Pasta,"Energy drink",Music,1,10,4,"Yes - broadband connection","Internet chat or instant messaging",100,200,100,200,100,4,14,17,18,13,14,12,56,87,Some,"Some college",Reggae,Invisibility,Famous,"Sports person",Health
USA,MI,2016,"12        ",Male,17,Right-Handed,175.2,27,174,3,Car,8,.359,35,Gymnastics,900,850,1000,1000,1000,1000,27,"Same length",83,90,"Ring finger",September,Winter,Yes,No,Other,,Science,4,12,5,"Yes - broadband connection","In person",3,0,2.5,.5,6,4.5,4,0,11,24,70,9,0,7,Some,"Graduate degree","Punk rock",Telepathy,Happy,Other,"Education/Youth development"
USA,CA,2019,"12        ",Male,17,Right-Handed,180,26,176,1,Car,15,0.33,31,None,604,588,364,800,1000,1000,27,"Left foot",70,80,"Ring finger",May,Spring,Yes,No,Poultry,Water,"Computers and technology",8,10,4,"Yes - broadband connection","Internet chat or instant messaging",3,10,0,0,24,0,0,30,0,10,80,0,0,0,"A lot","Graduate degree",Other,"Freeze time",Rich,"Business person","Education/Youth development"
USA,MA,2017,"8         ",Female,13,Right-Handed,155,24,161,1,Car,18,0.409,37,Basketball,519,390,850,401,5,412,24,"Same length",75,80,"Ring finger",April,Summer,No,No,Fruit,"Sports drink","Physical education",8,8,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",6,7,25,1,15,3,12,0,5,20,7,20,0,1,"A lot","Some college",Country,Invisibility,Happy,Relative,Health
USA,OH,2020,"7         ",Male,12,Right-Handed,176,29,186,2,Other,15,.439,49,"Football (American)",401,786,1000,850,0,10001,29,"Same length",90,95,"Ring finger",April,Fall,No,No,Pizza/Pasta,Juice,"Physical education",8,7,5,"Yes - other","Cell phone",30,500,4,40,2,10,3,35,3,3,50,0,0,2,Some,"High school","Rap/Hip hop","Freeze time",Rich,Relative,Health
USA,WY,2011,"9         ",Male,15,Left-Handed,172,25,171,1,Car,3,.358,39,"Football (American)",100,100,800,,10,15,25,"Same length",94,100,"Ring finger",February,Summer,No,No,Pizza/Pasta,Milk,Music,5,1,2,"Yes - broadband connection","Text messaging",100,100,5,0,1,2,4,35,2,20,40,10,0,0,"A lot",Other,"Rap/Hip hop","Freeze time",Rich,"Sports person",Religious
USA,OK,2016,"12        ",Female,17,Right-Handed,160.0,"20 ",70,1,Car,5,1.359,54,"Hockey (Field)",0,0,500,500,200,800,20,"Same length",60,60,"Same length",August,Summer,No,No,Seafood,Water,English,6,8,9,"Yes - broadband connection","Cell phone",0,0,84,6,2,168,120,1,96,100,100,90,168,168,Some,"Graduate degree",Reggae,Telepathy,Rich,Relative,"International aid"
USA,DE,2013,"12        ",Male,17,Right-Handed,172,29,172,1,Car,25,.265,39,Baseball/Softball,200,300,400,400,1000,1000,28,"Right foot",88.9,101.6,"Ring finger",October,Fall,No,No,Meat,"Sports drink",History,8,12,5,"Yes - other","Cell phone",100,150,15,2,5,10,15,6,4,168,25,40,0,5,Some,"Graduate degree",Country,"Super strength",Rich,Relative,"Arts, culture, sports"
USA,SC,2012,"11        ",Male,15,Right-Handed,180,28,170,2,Car,15,0.75,45,Basketball,,,,,,,27,"Right foot",78,81,"Ring finger",June,Spring,No,No,Meat,Tea,"Physical education",8.5,11,5,"Yes - broadband connection","In person",0,0,5,0,8,8,15,4,1,0,2,10,0,1,Some,"Graduate degree","Rock and roll","Freeze time",Happy,Relative,Religious
USA,NC,2016,"12        ",Male,17,Right-Handed,193,28,,1,Car,6,.41,40,Baseball/Softball,551,455,380,620,,,,,,,"Ring finger",October,Winter,No,No,"No favorite",Water,"Mathematics and statistics",9,11,5,"Yes - broadband connection","Text messaging",50,50,6,1,3,7,5,2,2,5,4,2,6,4,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Community leader or elder","International aid"
USA,CA,2014,"12        ",Male,17,Right-Handed,180.9,,,1,Car,5,0.213,41,Swimming,1000,200,500,500,500,500,,"Same length",,,"Index finger",December,Summer,No,No,Meat,"Sports drink",Science,6,12,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",40,60,20,1,7,100,500,0,4,2,1,3,0,2,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Happy,Relative,Health
USA,SC,2017,"11        ",Male,15,Right-Handed,184,25,165,1,Car,7,0.408,33,None,802,738,877,684,802,877,24,"Right foot",74,66,"Index finger",January,Fall,No,No,Meat,Water,"Computers and technology",8,9,4,"Yes - broadband connection",Other,22,25,25,0,4,7,0,20,4,2,35,1,0,0,Some,"Some college",Techno/Electronic,"Freeze time",Happy,Other,Environment
USA,OH,2016,"12        ",Female,,Right-Handed,,,,1,Car,25,,,Baseball/Softball,700,900,100,400,800,900,,"Same length",,,"Ring finger",August,Fall,No,No,Pizza/Pasta,Water,Other,8,8,5,"Yes - other","Cell phone",50,60,40,4,1,30,10,0,70,90,90,4,12,2,"A lot","Some college","Rap/Hip hop","Freeze time",Happy,Other,"Wildlife, animals"
USA,MO,2020,"11        ",Male,17,Right-Handed,171,27,179,1,Car,7,0.392,24,Soccer,626,711,866,952,615,920,27,"Right foot",105,106,"Ring finger",January,Fall,Yes,No,Poultry,Juice,Science,7,9,3,"Yes - broadband connection","Text messaging",3,3,1,0,0,1,0,49,4,1,90,0,0,0,"Very little","Graduate degree","Punk rock",Invisibility,Happy,Relative,"Education/Youth development"
USA,AR,2016,"8         ",Female,13,Right-Handed,64,21,151,1,Car,25,0.491,41,Swimming,1000,497,1000,556,91,369,24,"Left foot",80,70,"Index finger",September,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7,10,5,"Yes - other","Text messaging",25,15,8,7,1,15,15,0,30,24,3,0,0,1,"Very little","Graduate degree",Pop,Fly,Happy,Relative,"Education/Youth development"
USA,NY,2016,"11        ",Male,17,Left-Handed,72,28,75,1,Car,10,,,Golf,700,700,950,950,100,200,28,"Same length",18,18,"Ring finger",June,Summer,No,No,Pizza/Pasta,Milk,"Physical education",8,10,4,"Yes - broadband connection","Cell phone",15,20,4,2,10,10,15,1,1,1,10,10,0,6,"A lot","Graduate degree",Country,Telepathy,Happy,"Sports person",Religious
USA,CA,2015,"6         ",Female,12,Right-Handed,1650,260,1500,1,Car,8,0.859,57,Walking/Hiking,500,500,500,300,1000,1000,260,"Same length",8,7,"Index finger",November,Spring,No,No,Seafood,Water,Music,11,13,4,"Yes - other","Internet chat or instant messaging",26,20,7,5,1,18,5,20,22,18,80,50,0,15,"A lot","Graduate degree",Pop,"Freeze time",Famous,Actor,Other
USA,PA,2015,"12        ",Male,16,Right-Handed,183,25,170,1,Car,7,.257,41,Soccer,0,500,0,500,10000,10000,25,"Same length",10,10,"Same length",September,Fall,No,No,Meat,Water,"Computers and technology",6,8,6,"Yes - broadband connection","Internet chat or instant messaging",8,12,10,0,2,4,8,75,2,1,90,10,0,0,Some,"Graduate degree","Punk rock",Telepathy,Happy,"Business person",Health
USA,WI,2016,"12        ",Male,16,Right-Handed,185,28,192,1,Car,15,.46,41,Golf,0,0,0,0,100,100,27,"Right foot",92,89,"Index finger",July,Summer,No,No,Meat,Water,"Physical education",7.5,7,4,"Yes - broadband connection","Text messaging",15,12,3,.5,"2 ",3,7,3,2,1,12,10,0,0,"Very little","Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person","International aid"
USA,DE,2017,"12        ",Male,18,Right-Handed,172,25,160,1,Car,15,.200,43,Bowling,250,250,500,500,750,1000,25,"Same length",90,80,"Index finger",March,Fall,No,No,Poultry,"Soft drink (caffeinated)","Computers and technology",8,9,2,"Yes - broadband connection","Text messaging",10,10,10,1,10,5,1,30,1,1,25,20,15,3,Some,"High school","Rock and roll",Telepathy,Rich,"Sports person",Health
USA,CA,2017,"12        ",Female,17,Right-Handed,165.1,24.1,162,1,Car,15,.793,58,Athletics,100,100,100,100,100,100,24.1,"Same length",70,70,"Same length",August,Fall,No,No,Seafood,Coffee,English,8,11,7,"Yes - dial-up connection","Text messaging",100,100,24,2,2,1,15,15,,,,,,,,,,,,,
USA,WI,2017,"12        ",Male,15,Right-Handed,172.7,24,173,1,Car,12,.346,39,Other,900,850,900,950,900,900,24.5,"Left foot",76,80,"Ring finger",April,Spring,Yes,No,Meat,Milk,Music,6.75,9,4,"Yes - broadband connection","In person",2,3,14,0,13,2,1,12,0,0,10,11,0,5,"A lot","Graduate degree",Classical,Invisibility,Happy,Relative,Religious
USA,MO,2011,"12        ",Female,16,Right-Handed,170,23.5,164,1,Car,6,.326,25,Running/Jogging,455,480,573,,724,846,24,"Left foot",77,81,"Ring finger",July,Summer,No,No,Breads/Sandwiches,Water,"Social studies",6,10,4,"Yes - broadband connection","Text messaging",527,584,35,3,12,6,10,0,6,17,2,11,0,6,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,"Doctor or nurse","International aid"
USA,VA,2018,"11        ",Female,16,Left-Handed,66,22,62,2,Car,5,.653,39,"Hockey (Field)",802,545,417,465,717,818,23,"Left foot",28,27,"Index finger",March,Fall,No,No,Pizza/Pasta,Water,Languages,7,9,5,"Yes - broadband connection","Text messaging",20,30,10,3,15,10,10,0,10,5,5,12,0,7,"A lot","Graduate degree",Country,Telepathy,Rich,Relative,Health
USA,CA,2015,"12        ",Male,18,Left-Handed,177.8,27,180,2,Walk,9,0.504,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2013,"8         ",Female,13,Right-Handed,"65 ",23,147,1,Bus,10,0.411,35,Basketball,1000,987,600,888,0,999,21,"Right foot",8,7,"Index finger",August,Summer,Yes,No,Meat,Juice,English,9,5,4,"Yes - broadband connection","Text messaging",700,670,10,6,11,15,13,0,3,1,5,5,0,2,Some,"Graduate degree",Other,Invisibility,Happy,Relative,Other
USA,CA,2013,"12        ",Female,17,Right-Handed,64,22.2,153,2,Car,10,0.213,35,Baseball/Softball,10,8,8,10,5,8,21.8,"Right foot",60,50,"Index finger",September,Summer,No,No,Meat,Water,English,"7    ",10,6,"Yes - other","Text messaging",50,30,8,1,3,2,3,0,3,5,3,1,0,5,"A lot","Graduate degree",Pop,Invisibility,Rich,Relative,"Wildlife, animals"
USA,MA,2014,"12        ",Male,18,Right-Handed,182.8,26.5,182,1,Car,17,.263,33,Soccer,706,530,855,807,735,1000,26,"Right foot",10,10.5,"Ring finger",October,Fall,No,No,Meat,Water,"Mathematics and statistics",7,9,3,"Yes - broadband connection","In person",30,31,15,2,10,2,10,1,5,3,19,10,8,5,Some,"Undergraduate degree",Other,"Freeze time",Happy,Relative,"Arts, culture, sports"
USA,TN,2016,"12        ",Female,18,Right-Handed,168,23.5,165,1,Car,10,0.341,40,Walking/Hiking,500,500,500,500,300,100,24.5,"Left foot",85,85,"Same length",November,Spring,Yes,No,Salads,Water,English,8,11,5,"Yes - other","In person",10,15,48,3,15,20,0,3,10,10,10,2,0,2,Some,"Graduate degree",Other,Invisibility,Happy,Relative,"Arts, culture, sports"
USA,CA,2020,"12        ",Female,20,Right-Handed,154,22.5,154.5,2,Car,10,0.738,82,Other,800,900,400,600,0,1000,2,"Left foot",61,65,"Ring finger",November,Summer,No,No,Pizza/Pasta,Juice,"Mathematics and statistics",6,8,5,"Yes - other","Text messaging",115,120,20,15,5,10,3,6,30,40,0,10,40,0,"A lot","Some college","Rap/Hip hop",Invisibility,Healthy,Other,Health
USA,MA,2015,"11        ",Male,16,Right-Handed,180,26,189,1,Bicycle,30,.402,45,Other,904,905,824,791,588,1000,26,"Same length",3,3,"Same length",March,Summer,No,No,Poultry,"Soft drink (caffeinated)","Social studies",7,9,8,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,8,.5,2,0,12,24,32,8,53,.25,0,0,"A lot","Graduate degree","Heavy metal",Telepathy,Happy,Teacher,Environment
USA,MI,2017,"11        ",Female,16,Right-Handed,164,20.25,161.5,1,Car,15,.487,36,Tennis,,,,,,,22.75,"Left foot",62.5,60,"Index finger",November,Spring,Yes,No,Meat,Tea,"Mathematics and statistics",8.5,9,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",30,50,4,.5,3,6,4,0,5,4,7,2,0,2,"Very little","Graduate degree",Other,Telepathy,Healthy,Friend,"Arts, culture, sports"
USA,NC,2018,"10        ",Female,16,Right-Handed,160,23,159,3,Bus,10,0.602,32,Soccer,947,941,877,963,155,214,22,"Right foot",6.9,6.6,"Index finger",July,Fall,No,Yes,Pizza/Pasta,Water,Science,7,9,4,"Yes - broadband connection","Text messaging",25,50,3,1,12,5,2,0,6,7,5,5,5,7,Some,"Graduate degree",Pop,Telepathy,Happy,"Doctor or nurse","International aid"
USA,DC,2010,"6         ",Male,12,Ambidextrous,144,22,146,1,Skateboard/Scooter/Rollerblade,20,0.37,50,Soccer,866,861,872,,1000,1000,22,"Same length",60,75,"Ring finger",March,Summer,Yes,No,"Rice/Noodle dishes","Sports drink",,7,9,4,"Yes - other","Text messaging",14,16,6,3,3,5,2,3,0,5,1,4,5,5,Some,Other,"Rap/Hip hop","Freeze time",Rich,Friend,"Arts, culture, sports"
USA,CA,2014,"12        ",Female,17,Right-Handed,155,22.5,157,1,Car,15,0.405,42,Baseball/Softball,455,107,840,920,1000,1000,23,"Left foot",90,85,"Index finger",February,Summer,No,No,Pizza/Pasta,Water,English,8,10,5,"Yes - broadband connection","Text messaging",150,180,7,2,2,3,6,0,4,5,2,3,0,1,Some,"Graduate degree",Country,Fly,Happy,"Coach or club leader","Education/Youth development"
USA,TX,2012,"12        ",Female,17,Right-Handed,177.8,30,90,2,Car,15,0.862,51,Swimming,500,500,500,500,1000,1000,30,"Same length",50,48,"Ring finger",March,Spring,Yes,No,Poultry,Water,Art,7,10,5,"Yes - broadband connection","Text messaging",100,100,10,.5,10,2,10,0,1,,3,3,1,10,"A lot","Undergraduate degree",Classical,,Rich,Relative,"Arts, culture, sports"
USA,TX,2016,"5         ",Male,11,Right-Handed,181,24,14.24,2,Skateboard/Scooter/Rollerblade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WI,2014,"8         ",Male,12,Right-Handed,152,23,164,1,Car,13,0.765,,None,999,500,500,500,470,999,24,"Left foot",90,80,"Index finger",June,Summer,No,No,"No favorite",Water,Other,9,6,7,"Yes - other","In person",0,0,8,0,2,2,1,16,1,0,169,10,0,1,"Very little","Some college",Techno/Electronic,"Freeze time",Rich,Other,Other
USA,DC,2011,"6         ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2018,"6         ",Female,11,Right-Handed,148,22,153,2,Car,30,0.351,36,Walking/Hiking,1000,1000,1000,1000,500,750,22,"Same length",70,65,"Index finger",August,Summer,Yes,No,"No favorite",Water,History,7,7,6,"Yes - broadband connection","In person",5,5,35,0,4,50,15,10,1,1,20,7,0,5,"Very little","Graduate degree",Other,Telepathy,Happy,Relative,"Wildlife, animals"
USA,CA,2017,"12        ",Female,16,Right-Handed,154.9,23.8,120,2,Car,20,0.39,44,Soccer,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2020,"11        ",Female,17,Right-Handed,12.7,17.78,163,"1 1/2",Car,22+,0.358,37,Other,1000,1000,1000,1000,50,999,17.78,"Same length",60,60.5,"Ring finger",July,Spring,Yes,No,Salads,Water,History,8,10+,5,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",12,12,4,1,0,1,0,0,"3, 4",20,35,2,0,20,Some,"Graduate degree","Rap/Hip hop","Super strength",Famous,"Business person","Wildlife, animals"
USA,TN,2018,"12        ",Female,18,Right-Handed,162,22.86,161,1,Car,2,.71,37,Skateboarding/Rollerblading,500,500,500,400,700,800,21.86,"Right foot",76.2,76.2,"Same length",October,Fall,Yes,No,Poultry,Tea,Art,7,9,3,"Yes - broadband connection","Internet chat or instant messaging",10,10,10,,,,,,,,,,,,,,,,,,
USA,CA,2018,"9         ",Male,14,Right-Handed,193,27,180,1,Car,10,.514,42,Baseball/Softball,1000,1000,1000,1000,800,900,28,"Left foot",80.75,80.5,"Index finger",October,Summer,No,No,Seafood,Water,"Mathematics and statistics",8,10,4,"Yes - other","Cell phone",0,10,2,.5,1,5,3,2,.5,.5,1,.5,0,1,"Very little","Graduate degree","Rap/Hip hop",Fly,Healthy,Other,Health
USA,WI,2014,"12        ",Male,17,Right-Handed,180,9,181,2,Car,15,.456,46,Walking/Hiking,342,310,460,561,743,1000,,,8.5,8,"Ring finger",September,Fall,Yes,No,Meat,Water,History,7,12,5,"Yes - broadband connection","In person",0,0,1.5,.1,1,2,.5,.5,1,0,2,3,5,.5,Some,"Undergraduate degree",Classical,Invisibility,Happy,Relative,Religious
USA,CT,2015,"12        ",Female,17,Right-Handed,161,,161,2,Bus,15,.31,34,Running/Jogging,200,500,800,1000,100,800,,,,,,June,Fall,No,No,Pizza/Pasta,Juice,English,5,9,4,"Yes - broadband connection","Text messaging",80,160,9,12,6,12,3,3,6,12,12,6,0,6,"A lot","Graduate degree",Pop,Invisibility,Healthy,Relative,"Education/Youth development"
USA,OH,2013,"4         ",Female,10,Left-Handed,138,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2018,"12        ",Male,17,Right-Handed,182.9,26,183.5,2,Bus,30,.392,51,Basketball,700,600,400,650,800,900,26,,80,80,"Same length",April,Spring,Yes,No,Meat,Water,"Computers and technology",7,10,4,"Yes - other","In person",5,30,5,5,14,1,2,3,0,4,40,4,20,.5,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Friend,Health
USA,SC,2014,"10        ",Female,18,Left-Handed,138,24,165,2,Car,8,.359,38,Dancing,700,700,500,900,1000,1000,22,"Right foot",14,15,"Ring finger",December,Fall,No,No,Breads/Sandwiches,Water,History,8.5,8,4,"Yes - broadband connection","In person",2,2,2,.5,17,16,2,.5,6,1,2,5,26,6,"A lot","Graduate degree",Classical,Telepathy,Healthy,"Religious figure",Health
USA,NJ,2018,"12        ",Male,17,Right-Handed,188,27,195,2,Car,10,.398,38,Swimming,1000,1000,1000,1000,900,900,25,"Right foot",100,90,"Index finger",January,Summer,Yes,Yes,Vegetables,Water,Science,8,10,5,"Yes - broadband connection","In person",50,100,56,15,5,2,10,0,10,5,5,5,20,10,"A lot","Undergraduate degree",Pop,"Freeze time",Famous,Relative,Environment
USA,WI,2014,"11        ",Male,17,Right-Handed,177.8,27.5,68,3,"Rail (Train/Tram/Subway)",79,.218,31,Soccer,5,5,50,25,70,70,26,"Right foot",8,8.5,"Ring finger",November,Spring,Yes,No,Meat,Water,"Mathematics and statistics",8.5,9,1,"Yes - broadband connection","In person",0,4,1,0,0,20,6,10,4,1,20,18,14,6,Some,"Graduate degree",Other,"Freeze time",Happy,Other,Religious
USA,SC,2018,"11        ",Male,18,Right-Handed,182,26.5,191,1,Car,5,.472,44,Golf,500,500,900,999,2,300,26.5,"Same length",100,100,"Same length",December,Fall,,,Seafood,Tea,History,8,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",25,17,30,5,0,7,14,10,4,1,4,15,0,0,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,Politician,"Arts, culture, sports"
USA,FL,2018,"12        ",Female,17,Right-Handed,168,25,166,1,Car,15,.48,50,Tennis,500,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
