Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,KY,2019,"12        ",Female,17,Right-Handed,163,22,162,2,Car,15,0.5,48,Swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Female,16,Right-Handed,173,27,173,1,Bus,60,.809,38,Bowling,743,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2013,"11        ",Female,17,Right-Handed,168,25,155,1,Car,20,.562,48,Walking/Hiking,800,850,700,700,1000,1000,24,"Right foot",80,70,"Index finger",June,Fall,No,No,Soups,Tea,History,7,10,3,"Yes - broadband connection","In person",15,17,15,4,7,20,5,0,4,2,2,10,15,2,Some,"Graduate degree",Country,Invisibility,Happy,Politician,Health
USA,KY,2018,"10        ",Female,17,Ambidextrous,162,23,159,2,Car,20,0.698,41,"Martial Arts",1000,1000,1000,1000,500,700,23,"Same length",90,100,"Ring finger",December,Winter,No,No,Seafood,"Soft drink (caffeinated)",Science,3,6,3,"Yes - other","In person",200,250,70,5,8,2,10,1,12,10,80,0,0,3,Some,"Graduate degree",Pop,"Freeze time",Rich,"Doctor or nurse","International aid"
USA,KY,2012,"12        ",Male,17,Right-Handed,184,27,185,2,Car,22,.438,35,Walking/Hiking,950,800,950,,500,900,28,"Left foot",80,85,"Ring finger",October,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,7.5,8.5,4,"Yes - broadband connection","Internet chat or instant messaging",1,2,2,.1,12,10,4,7,.5,.01,3,10,0,4,Some,Other,Other,Telepathy,Healthy,"Religious figure","International aid"
USA,KY,2019,"7         ",Female,12,Right-Handed,175,26,205,2,Bus,15,0.312,42,Baseball/Softball,513,840,647,840,492,706,25,"Right foot",2286,2438,"Ring finger",March,Fall,No,No,Meat,Water,Other,8,10,5,"Yes - other","Text messaging",3,10,49,9,7,49,63,7,20,3,20,5,0,14,Some,"Graduate degree",Reggae,Telepathy,Happy,"Business person",Health
USA,KY,2019,"7         ",Female,12,Right-Handed,5'1,"23 ",88,1,Bus,"5 ",0.352,"37 ",Basketball,500,500,500,500,500,500,23,"Same length",70,60,"Index finger",April,Summer,No,No,Meat,Water,Other,"6 1/2",0,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,100,"8 ",8,1,3,2,1,5,5,5,2,0,50000,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Rich,"Business person",Other
USA,KY,2012,"6         ",Female,11,Right-Handed,157.5,23.75,157.5,1,Car,12,0.284,60,Swimming,150,155,200,250,500,501,22.5,"Right foot",83,75,"Index finger",May,Summer,No,No,Other,Water,Music,7,7,3,"Yes - other","Internet chat or instant messaging",40,20,7.5,5,1,4,1,4,5,10,20,10,0,5,Some,"Some college",Pop,Telepathy,Happy,Friend,"Arts, culture, sports"
USA,KY,2018,"10        ",Female,17,Right-Handed,160,25,170,2,Car,30,.5,43,Running/Jogging,1000,900,900,900,700,700,25,"Same length",900,850,"Index finger",October,Fall,No,No,"Rice/Noodle dishes",Water,Art,5,8,4,"Yes - broadband connection","Text messaging",20,15,2,.5,35,15,3,1,4,2.5,35,0,0,3,Some,"Graduate degree",Pop,Invisibility,Happy,"Business person","International aid"
USA,KY,2015,"6         ",Male,12,Right-Handed,151,19.5,148,1,Car,20,.5145,66.5,Soccer,529,1000,888,658,0,0,19.5,"Same length",80,70,"Index finger",August,Winter,Yes,No,Fruit,Water,"Mathematics and statistics",7,6,4,"Yes - broadband connection","In person",0,0,8,0,1,5,8,6,0,0,5,5,0,0,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,KY,2013,"8         ",Female,14,Right-Handed,63,22,47,1,Bus,15,.504,42,Other,4,3,7,5,47284,34253,90,"Same length",10,11,"Index finger",September,Fall,No,No,Pizza/Pasta,Water,"Mathematics and statistics",4,13,4,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",400,400,0,0,0,3,0,40,40,125,45,125,0,7,"Very little","Graduate degree","Rock and roll","Freeze time",Healthy,Other,"Wildlife, animals"
USA,KY,2012,"6         ",Female,12,Left-Handed,59,21,57,1,Bus,13,0.355,33,Basketball,2,4,10,15,10,1000,20,"Right foot",26,26,"Same length",January,Summer,Yes,No,Pizza/Pasta,"Energy drink",Other,8,2,6,"Yes - dial-up connection","Text messaging",240,302,12,1,3,2,3,0,1,24,0,1,0,3,Some,"Some college","Rap/Hip hop","Freeze time",Rich,Relative,"Wildlife, animals"
USA,KY,2013,"7         ",Male,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2013,"7         ",Male,13,Right-Handed,179,26,183,2,Bus,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2013,"5         ",Male,10,Right-Handed,144,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2015,"6         ",Male,12,Right-Handed,169,29,270,2,,1,.6,55,"Football (American)",,,,,10000,10000,28,"Same length",9,8,"Index finger",November,Summer,No,No,Meat,Water,Other,10,3,5,"Yes - broadband connection","Text messaging",10,12,10,0,1,1,10,1,0,1,10,1,1,2,"A lot","Some college","Rap/Hip hop","Super strength",Healthy,"Sports person","Arts, culture, sports"
USA,KY,2015,"6         ",Female,11,Right-Handed,157,24,150,1,Bus,45,.3903,67.33,Baseball/Softball,487,487,781,797,802,1000,24,"Same length",8.5,8.5,"Same length",March,Summer,No,No,Fruit,Water,Science,8.5,7,3,"Yes - other","In person",5,6,5,1,5,7,7,3,3,1,4,3,0,1,Some,Other,,Fly,Happy,Teacher,Health
USA,KY,2013,"8         ",Male,13,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Female,16,Right-Handed,173,27,173,1,Bus,60,.809,38,Bowling,743,912,861,458,1000,1000,25,"Right foot",,80,"Index finger",May,Winter,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,11,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2013,"5         ",Female,11,Ambidextrous,150,24,134,2,Bus,15,0.392,48,Basketball,503,594,674,433,171,631,23,"Right foot",70,80,"Ring finger",December,Summer,No,No,Meat,"Soft drink (non-caffeinated)","Social studies",10,8,8,"Yes - broadband connection","Text messaging",50,49,35,2,1,1,1,0,1,5,3,5,2,1,None,"Graduate degree","Rap/Hip hop","Freeze time",Famous,Actor,"International aid"
USA,KY,2013,"8         ",Male,13,Right-Handed,5.6,10,75,1,Bus,,1.35,39,Basketball,850,679,600,589,868,900,10,"Same length",12.5,12.5,"Same length",July,Spring,No,No,Seafood,"Energy drink","Physical education",8,12,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,0,50,7,,,,,,,,,,,,,,,,,
USA,KY,2013,"7         ",Male,13,Right-Handed,160,25,151,1,Car,8,0.277,48,Basketball,0.1,0.1,800,1000,1000,1000,26,"Left foot",66,64,"Ring finger",February,Fall,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",8,5,4,"Yes - broadband connection",,60,70,16,0.4,1,2,4,14,4,3,3,7,0.5,0.5,Some,"Graduate degree",Other,"Freeze time",Famous,"Sports person","Arts, culture, sports"
USA,KY,2018,"10        ",Male,17,Right-Handed,167,25,169,2,Car,15,.406,34,"Martial Arts",1000,900,1000,1000,500,500,24,"Right foot",750,760,"Ring finger",February,Fall,No,No,Poultry,Water,"Computers and technology",6,10,4,"Yes - broadband connection","Text messaging",25,75,6,4,14,6,1,12,12,12,20,1,0,5,Some,"Graduate degree",Jazz,"Freeze time",Happy,"Business person",Environment
USA,KY,2018,"10        ",Male,17,Right-Handed,175,25,176,4,Bus,30,0.325,36,Swimming,800,800,800,800,1000,1000,24,"Right foot",60,70,"Ring finger",January,Winter,Yes,Yes,Pizza/Pasta,Water,"Computers and technology",4,10,5,"Yes - broadband connection","Text messaging",5,11,0,0,2,2,4,2,15,1,70,2,0,0,Some,"Graduate degree",Classical,Invisibility,Rich,"Business person",Health
USA,KY,2013,"7         ",Male,13,Right-Handed,167,27,169,1,Car,6,0.479,20,"Football (American)",439,535,850,888,535,235,27,"Same length",82,73,"Index finger",November,Spring,No,No,Meat,"Soft drink (non-caffeinated)","Mathematics and statistics",6,5,5,"Yes - broadband connection","Text messaging",5,7,8,2,7,2,3,10,1,2,8,4,6,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Religious figure","Education/Youth development"
USA,KY,2018,"10        ",Female,17,Right-Handed,161,23,168,1,Car,30,0.917,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Male,17,Right-Handed,163,23,167,2,Bus,60,.377,40,"Table Tennis",1000,802,529,535,1000,1000,23,"Same length",72,72,"Same length",July,Summer,Yes,No,Meat,Water,Art,7,9,6,"Yes - broadband connection","Internet chat or instant messaging",0,0,3,3,5,15,5,15,2,2,40,2,2,.5,Some,"Undergraduate degree",Pop,"Freeze time",Rich,"Business person","International aid"
USA,KY,2018,"10        ",Male,17,Right-Handed,166,24,170,2,Car,20,0.642,44,Tennis,385,417,321,278,524,717,25,"Left foot",70,74,"Index finger",July,Summer,No,Yes,Pizza/Pasta,"Sports drink","Mathematics and statistics",8,6,4,"Yes - broadband connection","Cell phone",40,60,2,1,2,2,5,1,2,2,20,6,15,3,None,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Sports person","Arts, culture, sports"
USA,KY,2019,"12        ",Female,17,Right-Handed,163,22,162,2,Car,15,0.5,48,Swimming,1000,1000,1000,1000,1000,1000,22,"Same length",60,50,"Index finger",March,Spring,No,No,Breads/Sandwiches,Water,English,7,9,2,"Yes - other","Myspace, Facebook, other social networking sites, or blog",50+,25+,20,5,10,2,0,0,60,25,20,5,12,2,Some,"Graduate degree",Gospel,Invisibility,Happy,"Religious figure",Religious
USA,KY,2012,"6         ",Male,11,Right-Handed,1500,30,1500,1,Car,5,.433,40,Soccer,390,824,1000,1000,550,1000,30,"Same length",50,55,"Ring finger",August,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",9,5,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2012,"6         ",Male,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2019,"7         ",Male,13,Right-Handed,177.8,30,177.8,2,Bus,7,0.448,43,Basketball,513,1000,1000,540,0,0,28,"Right foot",90,75,"Index finger",October,Fall,Yes,No,Meat,"Sports drink",English,8,6-7,8,"Yes - broadband connection","Text messaging",7,?,7,1,1,5,4,2,1,3,1,2,0,4,"Very little","Graduate degree","Rap/Hip hop","Super strength",Famous,Actor,"International aid"
USA,KY,2012,"6         ",Male,12,Right-Handed,157.4,25,62,1,Car,5,0.36,35,Soccer,369,369,200,200,305,305,21,"Right foot",65,65,"Same length",January,Summer,Yes,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics",7,9,5,"Yes - broadband connection","In person",0,0,4,1,1,6,3,2,1,0,1,2,0,2,None,"Some college",Country,"Freeze time",Healthy,"Sports person",Health
USA,KY,2018,"10        ",Male,15,Left-Handed,174,25,180,1,Car,30,.27,28,Cycling,940,840,706,620,500,500,25,"Same length",7.4,7.3,"Index finger",April,Spring,Yes,No,Meat,Juice,Science,5,9,4,"Yes - broadband connection","Internet chat or instant messaging",27,30,5,2,10,6,8,21,3,1,12,4,0,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Rich,Relative,Health
USA,KY,2019,"12        ",Female,17,Right-Handed,171,23,155,1,Car,10,0.518,50,Lacrosse,850,909,203,160,48,37,23,"Same length",90,90,"Same length",October,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",6,3,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,10,10,2,5,2,10,2,5,2,10,30,30,1,Some,"Graduate degree",Country,Telepathy,Happy,Friend,"International aid"
USA,KY,2012,"6         ",Male,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2019,"12        ",Female,17,Right-Handed,187,28,175,1,Car,25,.553,61,Basketball,850,800,300,400,500,500,27,"Right foot",7.5,7,"Index finger",December,Summer,Yes,No,Meat,Water,"Physical education",6,9,3,"Yes - broadband connection","Text messaging",13,26,80,0,4,50,14,0,14,2,2,7,20,5,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,KY,2019,"7         ",Male,12,Right-Handed,5.4,7.5,5.3,1,Bus,25,0.329,38,Baseball/Softball,604,733,471,1000,1000,1000,7.4,"Right foot",,,,June,Summer,No,No,Fruit,"Soft drink (caffeinated)",Science,9,3,3,"Yes - broadband connection","In person",0,0,35,0,12,95,10,75,0,0,75,40,0,0,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,"Business person","Education/Youth development"
USA,KY,2012,"6         ",Male,12,Left-Handed,154.9,23,61,1,Bus,59,0.304,44,Other,203,278,128,80,1000,1000,23,"Same length",,,"Same length",January,Winter,Yes,No,Pizza/Pasta,"Soft drink (non-caffeinated)",Languages,5,3,2,"Yes - other","Text messaging",21,22,12,3,5,1,2,500,3,15,500,50,0,1,"A lot","Graduate degree","Rock and roll",Fly,Rich,Other,Other
USA,KY,2015,"6         ",Female,12,Right-Handed,156,26,164,1,Bus,10,0.856,"37 ",Gymnastics,235,144,193,112,48,134,25,"Right foot",9,8,"Index finger",December,Summer,Yes,No,Meat,Tea,"Physical education",9,10,5,"No internet connection","In person",20,19,2,0,10,10,6,0,7,1,3,7,0,2,Some,"Graduate degree",Country,Fly,Happy,Relative,"Wildlife, animals"
USA,KY,2015,"6         ",Female,12,Ambidextrous,254,25,157,1,Bus,20,59,54,Basketball,825,850,952,1000,973,1000,23,"Right foot",8,8,"Same length",September,Summer,No,No,Meat,"Soft drink (caffeinated)","Physical education",,14,5,"Yes - other","Text messaging",25,45,8,0,1,3,0,9,6,4,1,2,5,4,Some,"Some college",Country,Invisibility,Healthy,"Sports person",Health
USA,KY,2018,"10        ",Female,15,Right-Handed,163,23,158,2,Bus,40,.738,40,Skateboarding/Rollerblading,900,850,600,700,400,999,22,"Right foot",83,87,"Ring finger",December,Fall,No,No,Meat,Water,"Computers and technology",6,9,4,"Yes - broadband connection","Internet chat or instant messaging",50,60,2,.5,3,.5,1,2,1,1,6,0,0,.5,"A lot","Graduate degree","Rhythm and blues (R&B)",Fly,Rich,Relative,"Wildlife, animals"
USA,KY,2013,"12        ",Male,17,Right-Handed,180,27,180,2,Car,4,.257,40,Baseball/Softball,800,800,800,800,800,800,27,"Same length",82,85,"Ring finger",May,Winter,Yes,No,Meat,Water,History,8,8,3,"Yes - broadband connection","In person",20,20,10,2,4,10,20,8,0,6,4,8,6,2,"Very little","Undergraduate degree",Country,"Super strength",Rich,Relative,"Arts, culture, sports"
USA,KY,2013,"5         ",Female,10,Left-Handed,148,22,147,1,Car,20,0.479,42,Tennis,572,770,749,631,952,1000,23,"Left foot",80,90,"Ring finger",June,Summer,No,No,Fruit,Tea,"Mathematics and statistics",9,11,4,"Yes - broadband connection","Text messaging",20,15,10,10,12,13,14,15,16,17,18,19,20,21,"A lot","Graduate degree",Country,Fly,Famous,Actor,Health
USA,KY,2013,"5         ",Female,11,Right-Handed,156,23,152,1,Car,15,0.438,46,Baseball/Softball,1000,1000,1000,1000,225,476,24,"Left foot",70,80,"Ring finger",March,Summer,No,No,Meat,"Sports drink",History,9,10,4,"No internet connection","Text messaging",5,4,10,1,1,10,4,1,2,2,2,0,0,3,"Very little","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
USA,KY,2015,"6         ",Female,12,Right-Handed,147,17,143,1,Bus,20,0.515,47,Basketball,690,1000,829,492,316,861,20,,8,6,"Index finger",December,Winter,No,No,Fruit,Juice,Art,12,10,6,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Male,17,Right-Handed,175,24,166,2,Bus,30,0.648,60,"Martial Arts",0,0,500,500,1000,1000,24,"Same length",90000,90000,"Same length",April,Winter,No,Yes,"Rice/Noodle dishes",Water,Science,5.5,10,3,"Yes - broadband connection","Text messaging",5,10,6,2,10000,2,4,6,7,3,45,13,0,10,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,"Doctor or nurse",Health
USA,KY,2013,"12        ",Male,15,Right-Handed,170,24,179,3,Bus,15,.311,38,"Table Tennis",500,500,700,200,500,800,25,"Right foot",73,77,"Ring finger",February,Winter,No,No,Other,Water,"Mathematics and statistics",7,4,6,"Yes - other","Text messaging",0,0,4,1,1,60,10,0,0,2,15,0,0,3,"Very little","Some college",Country,Invisibility,Healthy,Relative,Other
USA,KY,2013,"7         ",Male,13,Right-Handed,177,27,180,1,Car,10,.297,,"Football (American)",450,400,650,750,750,750,27,"Same length",84,81,"Ring finger",September,Spring,No,No,Pizza/Pasta,Water,"Computers and technology",8,7,3,"Yes - broadband connection",Telephone,0,0,5,1,3,8,8,4,4,0,8,1,0,5,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Rich,Relative,"Wildlife, animals"
USA,KY,2018,"10        ",Male,15,Right-Handed,165,24,170,2,Bus,50,.488,47,Athletics,800,700,900,800,900,900,25,"Left foot",65,75,"Index finger",November,Summer,Yes,No,Pizza/Pasta,Water,Science,5,10,6,"Yes - broadband connection","Text messaging",100,100,4,1,14,1,3,0,6,3,15,0,0,3,"A lot","Graduate degree","Rap/Hip hop","Freeze time",Happy,Friend,Health
USA,KY,2019,"7         ",Female,13,Right-Handed,5'2,6,15,1,Bus,20,0.443,30,Walking/Hiking,898,1000,1000,241,176,100,6,"Left foot",3,2,"Index finger",October,Spring,Yes,No,"No favorite",Juice,"Social studies",10,6,4,"Yes - other","Text messaging",50,30,40,7,7,7,0,14,70,0,0,0,13,13,"A lot","Less than high school","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,KY,2015,"6         ",Female,11,Right-Handed,64,23,163,2,Car,15,0.363,38,Swimming,487,521,781,510,451,545,22,"Right foot",63,63,"Ring finger",May,Summer,Yes,No,Pizza/Pasta,Milk,Science,9,8,4,"Yes - other","In person",0,0,29,3,4,33,6,0,4,0,2,6,8,2,Some,"Graduate degree","Punk rock",Telepathy,Happy,"Business person","Education/Youth development"
USA,KY,2012,"12        ",Female,18,Right-Handed,166.5,22.5,175,1,Car,5,.328,42,Other,500,600,300,,900,1000,23.5,"Left foot",80,80,"Same length",November,Winter,No,No,Meat,Tea,"Computers and technology",8,12,3,"Yes - broadband connection","Text messaging",30,30,3,1,2,4,5,1,4,10,7,3,0,1,"Very little","Undergraduate degree",Pop,"Freeze time",Rich,Other,"Arts, culture, sports"
USA,KY,2013,"5         ",Male,11,Right-Handed,150,24,150,1,Car,3,0.382,37,Skateboarding/Rollerblading,583,561,679,818,476,561,23,"Right foot",73,70,"Ring finger",December,Summer,Yes,No,Pizza/Pasta,Water,History,8,9,4,"Yes - broadband connection","In person",0,0,10,3,5,15,10,6,0,0,9,12,1,4,"A lot","Graduate degree","Rock and roll","Freeze time",Happy,"Religious figure",Religious
USA,KY,2018,"10        ",Female,15,Right-Handed,167,23,162,1,Car,15,.48,46,Other,500,500,600,600,700,700,23,"Same length",65,70,"Ring finger",June,Spring,Yes,No,Desserts,Water,"Mathematics and statistics",8,9,3,"Yes - broadband connection","In person",2,2,3,1,5,8,8,1,0,1,2,6,8,8,Some,"Graduate degree",Gospel,"Freeze time",Rich,Friend,"Wildlife, animals"
USA,KY,2012,"6         ",Female,11.5,Right-Handed,,,,1,Bus,10,4.518,47,Dancing,200,100,150,500,10,250,,"Same length",,,"Ring finger",March,Spring,Yes,No,"Rice/Noodle dishes","Soft drink (non-caffeinated)","Computers and technology",8,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",8,4,15,3,4,8,1.5,10,10,10,12,2,2,,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,"International aid"
USA,KY,2012,"6         ",Male,11,Right-Handed,142,25,149,1,Bus,25,0.372,46,Other,100,100,100,100,1000,1000,25,"Same length",70,60,"Index finger",September,Spring,No,No,Seafood,Water,Science,9,8,5,"Yes - broadband connection","In person",0,0,5,1,1,2,5,10,1,0,7,15,0,1,"Very little","Graduate degree",Other,Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,KY,2013,"5         ",Male,11,Ambidextrous,145,23,148,1,Car,12,0.417,32,Baseball/Softball,520,800,300,695,800,1000,22,"Right foot",60,60,"Same length",September,Summer,No,No,Meat,"Soft drink (caffeinated)","Social studies",10,9,3,"Yes - broadband connection","Internet chat or instant messaging",20,15,2,0.5,4.5,4,3.5,1.5,1.5,2,2,5,1,1,Some,"Undergraduate degree",Other,Fly,Happy,"Religious figure",Religious
USA,KY,2019,"7         ",Male,12,Right-Handed,15.50,1foot,15.50,2,Bus,5,.415,52,"Football (American)",701,465,53,663,0,1000,271/2,"Same length",80,70,"Index finger",July,Fall,No,No,Desserts,"Sports drink","Computers and technology",5,13,7,"Yes - other","Text messaging",59,47,7,2,1,0,24,8,12,24,24,0,0,0,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Rich,Actor,Other
USA,KY,2019,"12        ",Female,18,Left-Handed,179,25.4,171.4,1,Car,"20 ",0.362,30,Other,900,650,700,800,200,500,24.13,"Right foot",76.2,76.2,"Same length",August,Spring,No,No,Salads,Water,"Mathematics and statistics",6,12,5,"Yes - broadband connection","Text messaging",2,9,80,10,15,168,20,0,50,30,60,30,25,10,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,KY,2012,"6         ",Male,12,Right-Handed,159.4,25,65,4,Skateboard/Scooter/Rollerblade,10,.44,60,Other,198,198,203,294,631,1000,23,"Right foot",70,63,"Index finger",,Summer,No,No,Meat,"Energy drink","Mathematics and statistics","10 ",14,7,"No internet connection","Cell phone",10,23,4,0,2,6,6,2,0,0,1,1,0,5,Some,"Graduate degree",Other,Fly,Rich,"Sports person",Other
USA,KY,2015,"6         ",Female,12,Right-Handed,163,25,150,1,Bus,35,0.427,43,Soccer,802,508,209,380,102,53,24.5,"Right foot",7,7,"Same length",February,Summer,No,No,Other,Water,"Physical education",10,8,4,"Yes - other","Text messaging",0,0,10,0,7,21,8,2,12,10,20,35,0,49,Some,"Graduate degree",Pop,Invisibility,Healthy,Other,Health
USA,KY,2018,"12        ",Female,17,Ambidextrous,152,21,151,1,Car,35,0.519,66,Walking/Hiking,1000,900,1000,900,200,"500 ",20,"Right foot",70.5,"70.5 ","Same length",February,Fall,Yes,No,Pizza/Pasta,Water,Science,7,9,3,"Yes - other","Text messaging",17,15,6,1,6,30,5,0,12,20,4,15,14,"3 ",Some,"Graduate degree","Rap/Hip hop","Super strength",Happy,Relative,Health
USA,KY,2018,"10        ",Female,17,Right-Handed,171,23,171,1,Car,15,.846,50,Running/Jogging,1000,800,850,900,400,700,22,"Right foot",,,"Index finger",March,Fall,Yes,No,Salads,Water,Science,4,9,3,"Yes - broadband connection","Text messaging",20,20,10,1,15,35,10,0,8,8,10,10,30,15,"A lot",Other,Other,"Freeze time",Healthy,"Doctor or nurse",Health
USA,KY,2013,"7         ",Male,13,Right-Handed,160,25,148,2,Car,45,.421,10,Other,500,600,700,700,1000,1000,24,"Right foot",85,65,"Ring finger",November,Fall,Yes,No,Meat,"Soft drink (caffeinated)",Science,7,8,3,"Yes - other","Text messaging",0,2,40,1,20,21,0,20,4,17,16,30,0,1,Some,Other,Classical,"Freeze time",Rich,Friend,Health
USA,KY,2019,"12        ",Female,17,Right-Handed,162.6,24.4,170.2,1,Car,35,.374,48,Other,1000,500,700,700,400,800,24,"Right foot",165,170,"Ring finger",February,Summer,Yes,No,Desserts,Water,Science,7,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,5,8,4,10,6,8,0,13,4,3,8,0,3,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Environment
USA,KY,2015,"6         ",Male,11,Right-Handed,143,22,138,1,Bus,1.30,0.73,83,"Football (American)",487,481,476,497,0,20,22,"Same length",70,75,"Ring finger",August,Fall,No,No,"Rice/Noodle dishes","Sports drink",Science,"9 ",10,4,"Yes - other","In person",0,0,2,4,1,7,12,0,0,1,2,4,6,8,"Very little","Undergraduate degree",Country,"Freeze time",Happy,"Sports person","Arts, culture, sports"
USA,KY,2013,"7         ",Male,12,,161,27,153,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2012,"12        ",Male,18,Right-Handed,191,28,193,1,Car,15,.375,48,Basketball,0,0,0,,1000,1000,27.5,"Right foot",95,95,"Same length",January,Fall,Yes,No,Meat,Water,English,6,8,4,"Yes - broadband connection","Text messaging",300,310,14,3,2,8,18,1,2,84,14,7,0,2,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Religious
USA,KY,2013,"12        ",Male,17,Right-Handed,187.9,28.5,188,1,Car,20,.389,35,Golf,5,5,6,5,10,10,28.5,"Same length",100,80,"Index finger",April,Summer,No,No,Meat,Tea,"Computers and technology",7,12,5,"Yes - broadband connection","Text messaging",30,30,6,1,6,2,1,12,4,2,12,12,18,2,Some,"Graduate degree","Rock and roll","Freeze time",Famous,"Musician or singer","International aid"
USA,KY,2012,"6         ",Female,11,Right-Handed,,,57,2,Car,5,0.299,32,Gymnastics,102,102,102,102,10000,10000,,"Right foot",,,"Same length",May,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",8,7,11,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,3,7,1,2,3,5,5,6,4,4,3,0,0,"Very little","Some college",Pop,Fly,Happy,Actor,"Wildlife, animals"
USA,KY,2015,"6         ",Male,12,Right-Handed,151,20,150,1,Bus,15,.385,60,Basketball,738,781,1000,1000,0,0,20,"Same length",8,6,"Index finger",November,Spring,No,No,Meat,Water,"Physical education",8,7,4,"Yes - broadband connection","In person",15,16,4,0,2,4,4,0,0,0,1,1,0,1,Some,"Graduate degree",Country,Fly,Happy,Relative,Religious
