Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,KY,2015,"6         ",Female,12,Right-Handed,161.5,23,164,1,Bus,5,.360,55,Baseball/Softball,642,941,770,610,930,636,24,"Left foot",90,90,"Same length",January,Summer,No,No,Meat,Water,Art,8,12,5,"Yes - broadband connection","Cell phone",0,0,2,1,1,0,4,0,14,0,3,5,0,2,"A lot","Graduate degree",Country,Telepathy,Happy,"Sports person",Other
USA,KY,2018,"10        ",Female,16,Right-Handed,163,23,171,3,Bus,45,0.331,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Male,17,Left-Handed,177,29,171,1,Car,15,0.407,46,Soccer,834,722,936,797,578,572,30,"Left foot",110,140,,September,Fall,No,No,Pizza/Pasta,Water,"Social studies",7,8,4,"Yes - broadband connection","Text messaging",30,25,10,1,6,8,8,4,10,6,10,5,15,4,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,"Business person",Health
USA,KY,2013,"12        ",Male,16,Right-Handed,170,28,170,1,Car,5,.314,48,Golf,1000,1000,1000,1000,1000,1000,28,"Same length",70,12,"Index finger",September,Fall,No,No,Poultry,Water,"Computers and technology",7,7,4,"Yes - broadband connection","Cell phone",100,120,10,2,45,32,01,75,52,7,5,6,7,8,None,Other,"Rap/Hip hop",Telepathy,Rich,"Business person",Other
USA,KY,2013,"12        ",Female,27,Right-Handed,153,24,150,1,Car,8,.43,46,Walking/Hiking,,,,,,,22,"Right foot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2013,"7         ",Male,12,Ambidextrous,161,27,153,1.5,Car,5,.365,41,Soccer,69,69,69,69,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2012,"6         ",Male,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2013,"8         ",Male,14,Left-Handed,186,30,178,3,Bus,5,.356,20,Basketball,500,500,800,900,1000,1000,29,"Right foot",80,70,"Index finger",November,Winter,Yes,No,Pizza/Pasta,"Energy drink","Computers and technology",7,6,3,"Yes - other","Text messaging",5,2,20,1,2,4,40,40,0,40,30,30,0,3,None,"Some college","Punk rock","Freeze time",Healthy,"Sports person",Other
USA,KY,2013,"7         ",Male,13,Right-Handed,171,26,175,1,Car,8,0.32,20,Other,500,700,600,700,1000,1000,26,"Right foot",90,80,"Index finger",August,Spring,Yes,No,Meat,Water,Science,8,7,5,"Yes - other","Text messaging",100,100,40,0,8,15,9,144,10,144,144,5,0,1,Some,"Graduate degree",Techno/Electronic,"Freeze time",Rich,Actor,Health
USA,KY,2015,"6         ",Male,12,Ambidextrous,165,30,170,1,Bus,60,0.322,38,Baseball/Softball,503,759,1000,802,380,380,30,"Same length",9,10,"Ring finger",September,Summer,Yes,No,"No favorite",Tea,"Physical education",7,5,11,"Yes - other","In person",0,1,4,1,2,3,3,5,3,1,2,0,0,1,"A lot","High school","Heavy metal","Super strength",Happy,Other,Health
USA,KY,2018,"10        ",Male,15,Right-Handed,170,27,184,2,Bus,45,0.38,32,"Football (American)",727,487,615,353,925,1000,26,"Right foot",75,82,"Ring finger",August,Summer,Yes,No,Meat,Water,"Mathematics and statistics",4,8,3,"Yes - broadband connection","Internet chat or instant messaging",28,52,2,1,7,1,5,8,1,10,13,7,0,5,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,Friend,Health
USA,KY,2018,"10        ",Female,16,Right-Handed,164,26,169,1,Car,30,.751,51,Lacrosse,800,800,800,700,500,500,26,"Same length",88,75,"Index finger",March,Spring,No,No,Breads/Sandwiches,Water,"Mathematics and statistics",6,10,5,"Yes - broadband connection","In person",15,60,3,0,15,3,10,0,0,2,14,3,0,2,Some,"Graduate degree",Pop,Fly,Happy,Politician,"International aid"
USA,KY,2012,"6         ",Male,11,Right-Handed,152.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2019,"7         ",Female,12,Right-Handed,5'4.5,10,24,1.5,Bus,20,0.499,38,Gymnastics,5,3,6,7,0,10,10,"Same length",2.5,3,"Ring finger",May,Spring,No,No,Salads,"Soft drink (caffeinated)","Physical education",6,8,4,"Yes - dial-up connection","Internet chat or instant messaging",30,40,40,70,1,1,8,0,42,42,42,5,0,0,Some,"Less than high school","Rap/Hip hop","Super strength",Famous,"Sports person","International aid"
USA,KY,2013,"12        ",Female,18,Right-Handed,162,24,153,2,Bus,20,0.438,51,Dancing,1000,620,64,118,1000,1000,24,"Same length",70,60,"Index finger",May,Summer,No,No,Breads/Sandwiches,Water,Music,8,5,6,"Yes - dial-up connection","Text messaging",30,30,5,1,2,40,40,3,8,8,8,10,0,5,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Musician or singer",Health
USA,KY,2019,"7         ",Male,12,Right-Handed,,,,1,Bus,20,0.4,36,Lacrosse,1000,1000,900,500,50,40,,"Left foot",,,"Ring finger",August,Summer,No,No,Seafood,"Soft drink (caffeinated)","Physical education",5,10,5,"Yes - other","In person",0,0,5,1,6,0,0,9,0,5,9,9,0,1,Some,"Graduate degree",Pop,"Super strength",Happy,"Musician or singer","Wildlife, animals"
USA,KY,2018,"10        ",Male,16,Ambidextrous,165,26,165,1,Bus,80,0.306,28,Baseball/Softball,400,500,400,400,600,900,26,"Same length",81,90,"Ring finger",May,Winter,No,No,Meat,"Sports drink","Mathematics and statistics",6,8,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",14,17,7,4,10,2,5,11,11,1,0,5,14,3,"A lot","Graduate degree","Rap/Hip hop",Fly,Healthy,Relative,"International aid"
USA,KY,2013,"5         ",Female,11,Ambidextrous,150,24,134,2,Bus,15,0.392,48,Basketball,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2019,"7         ",Female,13,Right-Handed,175,23,56,1,Bus,30,0.383,49,Walking/Hiking,1000,877,914,1000,0,0,23,"Same length",50,60,"Ring finger",September,Summer,Yes,No,Desserts,Water,Art,6,8,6,"Yes - other","Text messaging",5,6,20,0,5,10,1,0,9,2,10,3,0,6,"A lot","Less than high school",Country,"Super strength",Healthy,Friend,Health
USA,KY,2012,"12        ",Male,17,Right-Handed,185,28,192,1,Car,10,0.281,32,"Football (American)",560,700,450,,300,300,27,"Right foot",110,120,"Ring finger",March,Summer,No,No,Meat,Water,Music,7,8,5,,"In person",20,35,10,6,2,2,5,1,1,5,3,2,20,2,"A lot","Undergraduate degree",Jazz,"Freeze time",Happy,Teacher,"Arts, culture, sports"
USA,KY,2019,"12        ",Female,17,Left-Handed,167,23,165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2015,"6         ",Female,11,Right-Handed,163,24,155,1,Bus,80,0.397,50,Baseball/Softball,497,508,1000,535,241,610,24,"Same length",60,90,"Ring finger",July,Summer,Yes,No,Fruit,"Soft drink (non-caffeinated)",Art,8,6,6,"Yes - other","Text messaging",100,100,1,1,1,1,1,1,1,1,1,1,1,1,"A lot",Other,"Rap/Hip hop",Telepathy,Happy,Actor,"International aid"
USA,KY,2019,"12        ",Female,17,Right-Handed,173,22,162,1,Car,35,.33,38,Lacrosse,850,840,200,400,100,950,25,"Left foot",75,70,"Index finger",September,Fall,Yes,No,Pizza/Pasta,Water,"Social studies",4,12,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",60,66,30,2,3,0,0,0,72,20,0,0,9,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Environment
USA,KY,2019,"7         ",Female,12,Right-Handed,5'4,"8 1/2",5'0,1,Bus,10,0.374,32,Other,1000,230,1000,583,0,0,"8 1/2","Same length",7,5,"Index finger",May,Spring,Yes,No,Seafood,Water,"Social studies",7,3,9,"Yes - other","Text messaging",2,2,0,3,0,1,2,0,9,5,9,3,0,1,"Very little",Other,"Rap/Hip hop",Telepathy,Happy,"Coach or club leader",Health
USA,KY,2018,"10        ",Female,15,Right-Handed,154.5,22,156,2,Bus,30,0.485,33,Other,1000,1000,487,674,123,230,21.5,"Right foot",,,,August,Summer,No,Yes,"No favorite",Water,"Mathematics and statistics",4.5,11,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",22,17,5,3,21,21,7,0,0,7,24,14,0,0,"A lot",Other,Other,Telepathy,Healthy,"Business person",Health
USA,KY,2013,"12        ",Female,18,Right-Handed,157.5,21,163,1,Bus,10,0.756,56,,0,508,503,401,305,1000,22,"Left foot",70,60.5,"Index finger",August,Summer,Yes,No,Desserts,Water,Art,6,11,3,"Yes - other","Text messaging",90,86,45,15,0,112,14,0,21,130,21,14,0,7,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,KY,2018,"10        ",Male,16,Right-Handed,168,25.5,174,2,Car,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2015,"6         ",Male,12,Right-Handed,253,23,157,1,Bus,30,0.383,47,Basketball,5,1000,1000,492,0,5,22,"Right foot",80,75,"Index finger",May,Summer,No,Yes,Meat,Tea,"Physical education",9,12,3,"Yes - other","In person",1,4,6,0,2,3,1,0,0,0,0,1,0,1,Some,"Some college","Rock and roll",Fly,Healthy,Relative,Religious
USA,KY,2012,"6         ",Female,11,Right-Handed,59,56,59,1,Bus,30,0.389,41,Gymnastics,0,0,0,0,10,100,56,"Same length",50,60,"Ring finger",September,Summer,No,No,Desserts,"Soft drink (caffeinated)",Art,9,12,5,"Yes - other","Text messaging",200,215,10,10,0,10,9,10,10,100,100,12,10,10,"A lot","High school",Country,"Freeze time",Rich,Relative,Health
USA,KY,2019,"7         ",Male,13,Left-Handed,165.5,28.5,165.5,1,Car,10,0.29,30,Cycling,1000,1000,1000,0,0,0,28,"Same length",110,80,"Index finger",October,Fall,Yes,No,Meat,Water,"Social studies",6,11,4,"No internet connection","Text messaging",0,0,1,0,1,6,15,10,10,0,1,12,0.,3,Some,"Graduate degree","Rock and roll",Telepathy,Healthy,"Sports person","Wildlife, animals"
USA,KY,2013,"12        ",Female,16,Right-Handed,152,23,152,1,Car,20,0.479,38,Soccer,0,556,599,278,786,1000,23,"Same length",80,80,"Same length",September,Spring,Yes,No,Poultry,Water,"Mathematics and statistics",8,8,3,"Yes - broadband connection","Cell phone",20,20,0,6,2,0,10,2,2,6,6,45,15,0,"A lot","Undergraduate degree","Rap/Hip hop",Fly,Happy,Other,"International aid"
USA,KY,2012,"12        ",Female,18,Ambidextrous,167,23,164,2,Car,15,.375,32,Running/Jogging,600,800,500,,900,1000,22.5,"Right foot",85,80,"Index finger",January,Winter,No,No,"Rice/Noodle dishes",Water,Music,6,8,4,"Yes - broadband connection","Text messaging",200,200,7,0,30,14,3.5,0,7,40,40,5,0,1,Some,"Graduate degree",Classical,"Freeze time",Rich,"Religious figure","International aid"
USA,KY,2018,"10        ",Male,15,Right-Handed,168,27,172,1,Bus,90,.674,45,Basketball,700,700,900,1000,1000,1000,27.5,"Left foot",2,5,"Same length",May,Spring,Yes,No,Seafood,Water,"Mathematics and statistics",2,5,5,"Yes - broadband connection","Internet chat or instant messaging",150,200,10,0,20,14,10,0,6,56,56,0,0,0,"A lot",Other,"Rhythm and blues (R&B)","Freeze time",Happy,Friend,Religious
USA,KY,2018,"10        ",Male,17,Right-Handed,178,25.5,183.5,3,Car,25,.832,54,Soccer,1000,700,800,900,1000,1000,25.5,"Same length",71,72,"Ring finger",August,Spring,No,No,Poultry,Water,"Mathematics and statistics",6,8,3,"Yes - broadband connection","In person",39,51,5,1,5,10,5,0,0,1,20,0,0,5,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Doctor or nurse","Education/Youth development"
USA,KY,2018,"10        ",Male,16,Right-Handed,168,25.5,174,2,Car,17,.736,40,"Table Tennis",300,200,200,300,400,700,25.5,"Same length",68,66,"Index finger",February,Winter,No,No,Meat,"Soft drink (non-caffeinated)","Mathematics and statistics",5,8,4,"Yes - other","In person",75,140,12,.5,8,1,1,8,6,3,3,10,20,3,Some,"Graduate degree","Rap/Hip hop","Freeze time",Rich,Teacher,Environment
USA,KY,2013,"11        ",Female,17,Left-Handed,180,25,156,1,Car,15,.394,52,Tennis,503,487,235,305,700,950,25,"Same length",7,7,"Same length",August,Summer,No,No,Poultry,Water,Science,7,9,5,"Yes - broadband connection","Text messaging",15,25,3,.5,8,4,5,0,14,6,7,4,0,2,"A lot","Undergraduate degree",Pop,Invisibility,Happy,Relative,"International aid"
USA,KY,2019,"7         ",Male,13,Right-Handed,"5""0",20cm,60cm,1,Bus,20,0.384,44,Other,369,642,684,642,1000,1000,20cm,"Same length",9mm,10mm,"Ring finger",December,Summer,No,No,Meat,Juice,"Mathematics and statistics",7-8,16,6,"Yes - other","Text messaging",0,0,7,0,0,0,0,0,0.5,0,24,3,0,0,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,Relative,Health
USA,KY,2015,"6         ",Male,12,Left-Handed,143,22,146,1,Bus,40,0.3,32,"Football (American)",1000,1000,1000,1000,0,0,22,"Same length",66,5,"Ring finger",October,Summer,No,No,Meat,"Sports drink",Other,8,7,6,"Yes - other","Text messaging",0,0,8,0,1,5,3,1,0,0,2,1,0,2,"A lot",Other,"Rap/Hip hop","Super strength",Healthy,"Sports person","Arts, culture, sports"
USA,KY,2013,"5         ",Male,11,Right-Handed,144,21,145,1,Car,2,.346,45,Basketball,1000,813,1000,909,326,326,22,"Left foot",80,70,"Index finger",February,Summer,Yes,No,Meat,Milk,"Physical education",10,8,5,"Yes - broadband connection","In person",2,100,35,1,3,25,30,10,1,2,2,1,0,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Healthy,"Sports person",Health
USA,KY,2012,"6         ",Male,11,Right-Handed,145,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Female,16,Right-Handed,173,27,173,1,Bus,60,.809,38,Bowling,743,912,861,458,1000,1000,25,"Right foot",,80,"Index finger",May,Winter,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,11,3,"Yes - broadband connection","Text messaging",30,30,1,.5,15,5,6,10,1,15,1,5,0,0,Some,"Graduate degree",Other,Fly,Happy,Other,"Wildlife, animals"
USA,KY,2015,"6         ",Female,11,Right-Handed,152,21,154,2,Car,90,0.595,59,Baseball/Softball,,,,,,,,"Right foot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Female,14,Right-Handed,154,22,152,2,Bus,30,0.449,37,Tennis,850,700,600,500,600,600,21,"Right foot",70,65,"Index finger",October,Fall,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6,9,4,"Yes - other","Text messaging",20,25,7,.5,15,10,2,1,5,5,6,4,0,2,"A lot","Undergraduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,KY,2013,"11        ",Female,16,Right-Handed,175.3,23,169,1,Car,20,0.38,28,Golf,75,240,120,75,1000,1000,22,"Right foot",80,70,"Index finger",July,Summer,Yes,No,Salads,Tea,"Mathematics and statistics",7.5,10,4,"Yes - broadband connection","Text messaging",50,55,15,1,15,35,15,1,20,10,10,10,0,20,Some,"Graduate degree",Country,"Freeze time",Happy,Friend,Religious
USA,KY,2019,"12        ",Female,17,Right-Handed,152.4,23,156,1,Car,25,0.617,62,Walking/Hiking,417,588,583,626,433,572,22,"Right foot",7.5,6.5,"Index finger",October,Fall,Yes,No,Pizza/Pasta,Water,History,7,9,2,"Yes - other","In person",9,13,20,3,25,15,2,3,4,4,20,5,13,1,Some,"Graduate degree",Pop,Telepathy,Happy,"Doctor or nurse",Health
USA,KY,2015,"6         ",Female,11,Right-Handed,149,23,146,1,Bus,20,.302,46,Baseball/Softball,1000,1000,1000,1000,577,700,22,"Right foot",80,90,"Ring finger",August,Spring,No,No,"No favorite",Milk,"Physical education",7,10,6,"Yes - other","In person",0,2,14,0,5,3,4,7,0,4,9,3,0,0,"A lot","Some college",Other,"Freeze time",Happy,Other,Other
USA,KY,2015,"6         ",Female,11,Right-Handed,155,23,160,1,Car,10,.317,41,Gymnastics,59,471,182,353,684,684,23.2,"Left foot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2015,"6         ",Female,11,Right-Handed,165,26,108,0,Car,30,1.117,44,Basketball,476,251,337,96,701,1000,26,"Same length",56,10,"Ring finger",March,Fall,No,No,Meat,"Soft drink (caffeinated)","Mathematics and statistics","8 ",10,9,"Yes - other","Cell phone",20,16,10,10,6,48,2,1,48,12,24,8,0,2,Some,"Graduate degree",Pop,"Freeze time",Happy,Relative,"Wildlife, animals"
USA,KY,2018,"10        ",Male,16,Right-Handed,183,27,184,1,Car,15,.694,59,Swimming,500,700,200,100,400,950,27,"Same length",117,120,"Ring finger",January,Summer,Yes,Yes,Pizza/Pasta,Water,"Physical education",6,9,4,"Yes - other","Internet chat or instant messaging",30,40,7,1,7,4,30,1,30,2,1,3,15,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Relative,"Wildlife, animals"
USA,KY,2019,"7         ",Female,13,Right-Handed,149,20,148,1,Car,6,0.422,38,Dancing,900,700,800,800,400,700,20,"Same length",70,75,"Ring finger",February,Summer,No,No,Seafood,Water,Music,9,6,3,"Yes - broadband connection","Internet chat or instant messaging",35,40,21,9,2,48,0,0,3,1,35,1,0,2,Some,"Graduate degree",Pop,Telepathy,Healthy,"Musician or singer",Health
USA,KY,2015,"6         ",Male,11,Right-Handed,150,25,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Female,17,Ambidextrous,162,23,159,2,Car,20,0.698,41,"Martial Arts",1000,1000,1000,1000,500,700,23,"Same length",90,100,"Ring finger",December,Winter,No,No,Seafood,"Soft drink (caffeinated)",Science,3,6,3,"Yes - other","In person",200,250,70,5,8,2,10,1,12,10,80,0,0,3,Some,"Graduate degree",Pop,"Freeze time",Rich,"Doctor or nurse","International aid"
USA,KY,2012,"6         ",Female,12,Right-Handed,162.6,,149.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2012,"6         ",Male,12,Right-Handed,62,55,64,1,Bus,60,0.359,43,"Football (American)",300,500,200,600,1000,1000,55,"Same length",40,60,"Ring finger",January,Summer,Yes,No,Fruit,Water,"Physical education",7,10,4,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",0,0,10,5,15,10,20,10,10,0,,,,,,,,,,,
USA,KY,2018,"10        ",Male,15,Right-Handed,179,27,180,3,Car,25,0.328,45,Soccer,957,920,904,904,647,872,,,,,"Index finger",June,Spring,No,No,Seafood,Water,"Social studies",7,8,3,"Yes - broadband connection","In person",0,1,7,2,25,8,7,0,3,2,9,4,0,1,"A lot","Graduate degree",Pop,"Freeze time",Happy,Politician,"International aid"
USA,KY,2013,"7         ",Male,12,,161,27,153,1.5,Car,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2015,"6         ",Male,12,Right-Handed,151,19.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Male,17,Right-Handed,176,28,181,1,Car,30," 0.23",34,Swimming,700,500,500,700,1000,1000,29,"Left foot",,,,June,Summer,Yes,No,Meat,Water,History,6,8,4,"Yes - broadband connection","Text messaging",50,150,5,1,10,1,18,8,20,1,5,0,25,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Sports person",Health
USA,KY,2013,"8         ",Female,13,Right-Handed,160,24,160,1,Car,15,.65,51,Dancing,950,950,900,1000,10,5,24,"Same length",70,70,"Same length",May,Fall,No,No,Poultry,"Sports drink",English,8,8,4,"Yes - broadband connection","In person",5,5,20,1,2,40,0,0,20,1,5,20,0,5,"Very little","Graduate degree",Country,Telepathy,Happy,"Musician or singer",Health
USA,KY,2013,"7         ",Male,12,Right-Handed,166,26,161,1,Car,10,0.361,,Other,500,500,500,999,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2013,"7         ",Female,13,Right-Handed,155,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2019,"12        ",Female,17,Right-Handed,55,26,161,1,Car,30,.516,52,None,,,,,,,27,"Left foot",70,60,"Index finger",October,Summer,Yes,No,Poultry,Water,"Social studies",6,9,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",40,50,60,,,,,,,,,,,,,,,,,,
USA,KY,2019,"12        ",Female,17,Right-Handed,167.6,23,155,1,Bus,12,0.387,30,Running/Jogging,1000,800,1000,900,500,700,22,"Right foot",40.5,40,"Index finger",January,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",5-6,4,9,"Yes - broadband connection","Text messaging",7,43,4,3,7,3,1,2,4,4,9,3,20+,6,Some,"Graduate degree",Other,"Freeze time",Healthy,"Musician or singer","International aid"
USA,KY,2013,"12        ",Female,17,Right-Handed,162,21,174,1,Car,5,.321,31,Running/Jogging,900,900,500,500,1000,1000,23,"Same length",72,75,"Ring finger",June,Summer,No,No,Meat,Tea,Other,7,12,4,"Yes - other","Text messaging",200,200,10,1,5,10,1,0,15,8,16,16,25,10,"A lot","Graduate degree",Country,Invisibility,Healthy,,Health
USA,KY,2018,"10        ",Male,17,Right-Handed,160,24,153,3,Car,25,0.325,36,Cycling,1000,1000,950,900,850,900,24,"Same length",69,71,"Ring finger",June,Fall,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",8,9,3,"Yes - broadband connection","Internet chat or instant messaging",10,10,,1,10,15,8,4,4,2,15,4,8,2,Some,"Graduate degree",,"Freeze time",Happy,"Community leader or elder","Education/Youth development"
USA,KY,2019,"12        ",Female,17,Right-Handed,160,22,151,1,Car,15,.372,33,Other,1000,1000,652,765,332,428,22,"Same length",60,60,"Same length",November,Spring,No,Yes,Pizza/Pasta,Water,Science,7,9,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,20,3,.5,3,10,1,1,7,2,20,20,16,2,Some,"Graduate degree",Other,Telepathy,Happy,Other,"Wildlife, animals"
USA,KY,2018,"10        ",Female,16,Right-Handed,158,18,162,1,Bus,30,0.798,54,Lacrosse,800,800,900,900,1000,1000,19,"Left foot",6,7,"Ring finger",November,Spring,No,No,Pizza/Pasta,Water,English,7,10,5,"Yes - other","Cell phone",10,10,3,4,3,2,3,0,6,5,5,3,0,3,"Very little","Graduate degree",Pop,"Freeze time",Happy,"Doctor or nurse",Health
USA,KY,2018,"10        ",Male,17,Right-Handed,187,26,180,1,Car,15,.654,55,Walking/Hiking,257,329,288,461,774,853,26,"Same length",86,89,"Ring finger",October,Fall,No,No,Meat,Water,"Social studies",6,8,2,"Yes - broadband connection","Text messaging",30,60,15,0,10,5,5,15,20,5,35,0,20,3,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,"Wildlife, animals"
USA,KY,2013,"12        ",Male,17,Right-Handed,175,27,176,2,Car,20,.314,48,Baseball/Softball,775,1000,650,575,400,1000,27,"Same length",70,75,"Ring finger",April,Summer,Yes,,Meat,Water,"Social studies",6,8,4,"Yes - broadband connection","Text messaging",250,250,10,5,3,15,7,7,3,10,2,10,0,1,Some,"Graduate degree",Country,Telepathy,Happy,"Sports person","International aid"
USA,KY,2012,"6         ",Female,11,Right-Handed,154.9,23,149.8,1,Bus,20,0.234,35,Dancing,1000,947,866,861,824,824,23,"Same length",80,84,"Ring finger",March,Summer,No,No,Meat,Water,"Computers and technology",8,10,5,"Yes - broadband connection","Text messaging",22,21,14,.5,.5,30,5,0,5,3,5,8,.5,2,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,Health
USA,KY,2018,"10        ",Male,15,Right-Handed,174,27,172,2,Bus,45,0.361,35,Tennis,1000,800,900,800,700,800,26.5,"Right foot",80,75,"Index finger",July,Fall,No,Yes,"Rice/Noodle dishes",Water,History,6,10,4,"Yes - broadband connection","Internet chat or instant messaging",10,20,10,1,20,15,10,5,10,15,30,15,0,5,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Business person",Health
USA,KY,2013,"5         ",Male,11,Left-Handed,142,24,143.6,2,Car,5,0.736,58,Baseball/Softball,503,242,999,200,100,50,24,"Same length",70,80,"Ring finger",November,Summer,Yes,No,Meat,"Energy drink","Social studies",8,7,3,"Yes - broadband connection","In person",0,0,2,1,4.5,30,9.5,7,0,1,21,7,0,14,"Very little","Some college","Rap/Hip hop","Super strength",Happy,"Sports person","Wildlife, animals"
USA,KY,2012,"12        ",Male,17,Left-Handed,177,27,186,1,Bus,40,0.462,43,Swimming,1000,1000,1000,1000,400,800,27,"Same length",90,75,"Index finger",July,Fall,No,No,Pizza/Pasta,Tea,History,7,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,3,1,5,4,0,0,13,1,15,7,0,6,"A lot","Graduate degree",Classical,Fly,Happy,"Religious figure","International aid"
USA,KY,2018,"10        ",Male,15,Right-Handed,170,24,180,3,Bus,35,0.738,64,Soccer,1000,1000,1000,1000,400,600,24,"Same length",73,75,"Ring finger",October,Winter,Yes,No,Pizza/Pasta,Juice,"Mathematics and statistics",5,12,4,"Yes - dial-up connection","Cell phone",55,60,2,1,3,5,1,6,1,1,1,0,0,3,,"Graduate degree",Pop,"Freeze time",Happy,"Musician or singer",Environment
USA,KY,2013,"7         ",Male,13,Right-Handed,160,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2018,"10        ",Female,17,Right-Handed,157,23,163,1,Bus,75,0.431,54,Other,513,754,684,658,829,829,23,"Same length",6,7,"Ring finger",July,Fall,No,No,Pizza/Pasta,Water,Music,6,10,6,"Yes - broadband connection",,20,28,12,5,23,55,1,2,0,5,10,4,20,5,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Healthy,Teacher,"Education/Youth development"
USA,KY,2015,"6         ",Female,12,Right-Handed,260,23,158,1,Bus,,39,7,Basketball,920,1000,508,963,0,0,21,"Right foot",8.5,8,"Index finger",October,Summer,No,No,Desserts,Tea,Art,9,10,4,"Yes - other","Text messaging",5,6,1,0,7,21,7,12,0,0,0,14,0,0,Some,"Graduate degree",Country,Fly,Healthy,Relative,"Wildlife, animals"
